car_code,subsection_key,status,remarks
CAR007,fuel_supply,flawless,"Fuel supply system working efficiently, no issues detected"
CAR007,glass,flawless,"All windows and mirrors clear and intact, no issues detected"
CAR007,ignition_system,flawless,"Ignition system functioning reliably, no issues detected"
CAR007,lights,minor,"All exterior and interior lights operational, minor observation noted"
CAR007,paint,flawless,"Paint condition good with minor age-related marks, no issues detected"
CAR007,rear_tyre,flawless,"Rear tyres show healthy tread life remaining, no issues detected"
CAR007,spare_tyre,flawless,"Spare tyre in usable condition, no issues detected"
CAR007,steering,minor,"Steering response smooth and stable, minor observation noted"
CAR007,suspension,flawless,"Suspension provides comfortable ride quality, no issues detected"
CAR007,transmission,flawless,"Transmission shifts smoothly without lag, no issues detected"
CAR007,tyres_rims,flawless,"Tyres and rims in good usable condition, no issues detected"
CAR008,ac_system,flawless,"AC cooling efficiently, climate control working properly, no issues detected"
CAR008,air_intake,flawless,"Air intake system clean and fully functional, no issues detected"
CAR008,audio_infotainment,minor,"Infotainment system responsive with clear audio, minor observation noted"
CAR008,battery,flawless,"Battery health is good and holding charge well, no issues detected"
CAR008,body_panels,flawless,"Body panels aligned properly with minimal cosmetic marks, no issues detected"
CAR008,brake_system,flawless,"Brake system responsive and functioning safely, no issues detected"
CAR008,chassis,flawless,"Chassis structure intact and in good condition, no issues detected"
CAR008,clutch,flawless,"Clutch operation smooth and responsive, no issues detected"
CAR008,engine,minor,"Engine running smoothly with no abnormal noise, minor observation noted"
CAR008,engine_cooling,flawless,"Cooling system effective, temperature well regulated, no issues detected"
CAR008,engine_mounts,flawless,"Engine mounts secure with proper alignment, no issues detected"
CAR008,exhaust_system,flawless,"Exhaust system functioning correctly with normal emissions, no issues detected"
CAR008,features_accessories,flawless,"All major features and accessories operational, no issues detected"
CAR008,front_tyre,minor,"Front tyres show healthy tread life remaining, minor observation noted"
CAR008,fuel_supply,flawless,"Fuel supply system working efficiently, no issues detected"
CAR008,glass,flawless,"All windows and mirrors clear and intact, no issues detected"
CAR008,ignition_system,flawless,"Ignition system functioning reliably, no issues detected"
CAR008,lights,minor,"All exterior and interior lights operational, minor observation noted"
CAR008,paint,flawless,"Paint condition good with minor age-related marks, no issues detected"
CAR008,rear_tyre,flawless,"Rear tyres show healthy tread life remaining, no issues detected"
CAR008,spare_tyre,minor,"Spare tyre in usable condition, minor observation noted"
CAR008,steering,flawless,"Steering response smooth and stable, no issues detected"
CAR008,suspension,flawless,"Suspension provides comfortable ride quality, no issues detected"
CAR008,transmission,flawless,"Transmission shifts smoothly without lag, no issues detected"
CAR008,tyres_rims,minor,"Tyres and rims in good usable condition, minor observation noted"
CAR009,ac_system,flawless,"AC cooling efficiently, climate control working properly, no issues detected"
CAR009,air_intake,flawless,"Air intake system clean and fully functional, no issues detected"
CAR009,audio_infotainment,flawless,"Infotainment system responsive with clear audio, no issues detected"
CAR009,battery,minor,"Battery health is good and holding charge well, minor observation noted"
CAR009,body_panels,minor,"Body panels aligned properly with minimal cosmetic marks, minor observation noted"
CAR009,brake_system,flawless,"Brake system responsive and functioning safely, no issues detected"
CAR009,chassis,minor,"Chassis structure intact and in good condition, minor observation noted"
CAR009,clutch,flawless,"Clutch operation smooth and responsive, no issues detected"
CAR009,engine,flawless,"Engine running smoothly with no abnormal noise, no issues detected"
CAR009,engine_cooling,flawless,"Cooling system effective, temperature well regulated, no issues detected"
CAR009,engine_mounts,flawless,"Engine mounts secure with proper alignment, no issues detected"
CAR009,exhaust_system,minor,"Exhaust system functioning correctly with normal emissions, minor observation noted"
CAR009,features_accessories,flawless,"All major features and accessories operational, no issues detected"
CAR009,front_tyre,minor,"Front tyres show healthy tread life remaining, minor observation noted"
CAR009,fuel_supply,flawless,"Fuel supply system working efficiently, no issues detected"
CAR009,glass,flawless,"All windows and mirrors clear and intact, no issues detected"
CAR009,ignition_system,flawless,"Ignition system functioning reliably, no issues detected"
CAR009,lights,flawless,"All exterior and interior lights operational, no issues detected"
CAR009,paint,flawless,"Paint condition good with minor age-related marks, no issues detected"
CAR009,rear_tyre,minor,"Rear tyres show healthy tread life remaining, minor observation noted"
CAR009,spare_tyre,flawless,"Spare tyre in usable condition, no issues detected"
CAR009,steering,minor,"Steering response smooth and stable, minor observation noted"
CAR009,suspension,flawless,"Suspension provides comfortable ride quality, no issues detected"
CAR009,transmission,flawless,"Transmission shifts smoothly without lag, no issues detected"
CAR009,tyres_rims,flawless,"Tyres and rims in good usable condition, no issues detected"
CAR010,ac_system,flawless,"AC cooling efficiently, climate control working properly, no issues detected"
CAR010,air_intake,flawless,"Air intake system clean and fully functional, no issues detected"
CAR010,audio_infotainment,flawless,"Infotainment system responsive with clear audio, no issues detected"
CAR010,battery,flawless,"Battery health is good and holding charge well, no issues detected"
CAR010,body_panels,flawless,"Body panels aligned properly with minimal cosmetic marks, no issues detected"
CAR010,brake_system,flawless,"Brake system responsive and functioning safely, no issues detected"
CAR010,chassis,flawless,"Chassis structure intact and in good condition, no issues detected"
CAR010,clutch,flawless,"Clutch operation smooth and responsive, no issues detected"
CAR010,engine,flawless,"Engine running smoothly with no abnormal noise, no issues detected"
CAR010,engine_cooling,minor,"Cooling system effective, temperature well regulated, minor observation noted"
CAR010,engine_mounts,flawless,"Engine mounts secure with proper alignment, no issues detected"
CAR010,exhaust_system,flawless,"Exhaust system functioning correctly with normal emissions, no issues detected"
CAR010,features_accessories,flawless,"All major features and accessories operational, no issues detected"
CAR010,front_tyre,flawless,"Front tyres show healthy tread life remaining, no issues detected"
CAR010,fuel_supply,flawless,"Fuel supply system working efficiently, no issues detected"
CAR010,glass,flawless,"All windows and mirrors clear and intact, no issues detected"
CAR010,ignition_system,flawless,"Ignition system functioning reliably, no issues detected"
CAR010,lights,flawless,"All exterior and interior lights operational, no issues detected"
CAR010,paint,flawless,"Paint condition good with minor age-related marks, no issues detected"
CAR010,rear_tyre,flawless,"Rear tyres show healthy tread life remaining, no issues detected"
CAR010,spare_tyre,flawless,"Spare tyre in usable condition, no issues detected"
CAR010,steering,flawless,"Steering response smooth and stable, no issues detected"
CAR010,suspension,flawless,"Suspension provides comfortable ride quality, no issues detected"
CAR010,transmission,flawless,"Transmission shifts smoothly without lag, no issues detected"
CAR010,tyres_rims,flawless,"Tyres and rims in good usable condition, no issues detected"
CAR011,ac_system,flawless,"AC cooling efficiently, climate control working properly, no issues detected"
CAR011,air_intake,flawless,"Air intake system clean and fully functional, no issues detected"
CAR011,audio_infotainment,flawless,"Infotainment system responsive with clear audio, no issues detected"
CAR011,battery,flawless,"Battery health is good and holding charge well, no issues detected"
CAR011,body_panels,flawless,"Body panels aligned properly with minimal cosmetic marks, no issues detected"
CAR011,brake_system,flawless,"Brake system responsive and functioning safely, no issues detected"
CAR011,chassis,flawless,"Chassis structure intact and in good condition, no issues detected"
CAR011,clutch,flawless,"Clutch operation smooth and responsive, no issues detected"
CAR011,engine,flawless,"Engine running smoothly with no abnormal noise, no issues detected"
CAR011,engine_cooling,flawless,"Cooling system effective, temperature well regulated, no issues detected"
CAR011,engine_mounts,flawless,"Engine mounts secure with proper alignment, no issues detected"
CAR011,exhaust_system,flawless,"Exhaust system functioning correctly with normal emissions, no issues detected"
CAR011,features_accessories,flawless,"All major features and accessories operational, no issues detected"
CAR011,front_tyre,flawless,"Front tyres show healthy tread life remaining, no issues detected"
CAR011,fuel_supply,flawless,"Fuel supply system working efficiently, no issues detected"
CAR011,glass,flawless,"All windows and mirrors clear and intact, no issues detected"
CAR011,ignition_system,flawless,"Ignition system functioning reliably, no issues detected"
CAR011,lights,flawless,"All exterior and interior lights operational, no issues detected"
CAR011,paint,flawless,"Paint condition good with minor age-related marks, no issues detected"
CAR011,rear_tyre,flawless,"Rear tyres show healthy tread life remaining, no issues detected"
CAR011,spare_tyre,flawless,"Spare tyre in usable condition, no issues detected"
CAR011,steering,flawless,"Steering response smooth and stable, no issues detected"
CAR011,suspension,minor,"Suspension provides comfortable ride quality, minor observation noted"
CAR011,transmission,flawless,"Transmission shifts smoothly without lag, no issues detected"
CAR011,tyres_rims,flawless,"Tyres and rims in good usable condition, no issues detected"
CAR012,ac_system,flawless,"AC cooling efficiently, climate control working properly, no issues detected"
CAR012,air_intake,flawless,"Air intake system clean and fully functional, no issues detected"
CAR012,audio_infotainment,flawless,"Infotainment system responsive with clear audio, no issues detected"
CAR012,battery,flawless,"Battery health is good and holding charge well, no issues detected"
CAR012,body_panels,flawless,"Body panels aligned properly with minimal cosmetic marks, no issues detected"
CAR012,brake_system,flawless,"Brake system responsive and functioning safely, no issues detected"
CAR012,chassis,minor,"Chassis structure intact and in good condition, minor observation noted"
CAR012,clutch,flawless,"Clutch operation smooth and responsive, no issues detected"
CAR012,engine,flawless,"Engine running smoothly with no abnormal noise, no issues detected"
CAR012,engine_cooling,flawless,"Cooling system effective, temperature well regulated, no issues detected"
CAR012,engine_mounts,flawless,"Engine mounts secure with proper alignment, no issues detected"
CAR012,exhaust_system,flawless,"Exhaust system functioning correctly with normal emissions, no issues detected"
CAR012,features_accessories,flawless,"All major features and accessories operational, no issues detected"
CAR012,front_tyre,minor,"Front tyres show healthy tread life remaining, minor observation noted"
CAR012,fuel_supply,flawless,"Fuel supply system working efficiently, no issues detected"
CAR012,glass,flawless,"All windows and mirrors clear and intact, no issues detected"
CAR012,ignition_system,flawless,"Ignition system functioning reliably, no issues detected"
CAR012,lights,flawless,"All exterior and interior lights operational, no issues detected"
CAR012,paint,flawless,"Paint condition good with minor age-related marks, no issues detected"
CAR012,rear_tyre,flawless,"Rear tyres show healthy tread life remaining, no issues detected"
CAR012,spare_tyre,flawless,"Spare tyre in usable condition, no issues detected"
CAR012,steering,flawless,"Steering response smooth and stable, no issues detected"
CAR012,suspension,flawless,"Suspension provides comfortable ride quality, no issues detected"
CAR012,transmission,flawless,"Transmission shifts smoothly without lag, no issues detected"
CAR012,tyres_rims,flawless,"Tyres and rims in good usable condition, no issues detected"
CAR013,ac_system,flawless,"AC cooling efficiently, climate control working properly, no issues detected"
CAR013,air_intake,minor,"Air intake system clean and fully functional, minor observation noted"
CAR013,audio_infotainment,flawless,"Infotainment system responsive with clear audio, no issues detected"
CAR013,battery,flawless,"Battery health is good and holding charge well, no issues detected"
CAR013,body_panels,flawless,"Body panels aligned properly with minimal cosmetic marks, no issues detected"
CAR013,brake_system,flawless,"Brake system responsive and functioning safely, no issues detected"
CAR013,chassis,flawless,"Chassis structure intact and in good condition, no issues detected"
CAR013,clutch,flawless,"Clutch operation smooth and responsive, no issues detected"
CAR013,engine,flawless,"Engine running smoothly with no abnormal noise, no issues detected"
CAR013,engine_cooling,minor,"Cooling system effective, temperature well regulated, minor observation noted"
CAR013,engine_mounts,flawless,"Engine mounts secure with proper alignment, no issues detected"
CAR013,exhaust_system,flawless,"Exhaust system functioning correctly with normal emissions, no issues detected"
CAR013,features_accessories,flawless,"All major features and accessories operational, no issues detected"
CAR013,front_tyre,flawless,"Front tyres show healthy tread life remaining, no issues detected"
CAR013,fuel_supply,flawless,"Fuel supply system working efficiently, no issues detected"
CAR013,glass,flawless,"All windows and mirrors clear and intact, no issues detected"
CAR013,ignition_system,flawless,"Ignition system functioning reliably, no issues detected"
CAR013,lights,flawless,"All exterior and interior lights operational, no issues detected"
CAR013,paint,flawless,"Paint condition good with minor age-related marks, no issues detected"
CAR013,rear_tyre,flawless,"Rear tyres show healthy tread life remaining, no issues detected"
CAR013,spare_tyre,flawless,"Spare tyre in usable condition, no issues detected"
CAR013,steering,flawless,"Steering response smooth and stable, no issues detected"
CAR013,suspension,flawless,"Suspension provides comfortable ride quality, no issues detected"
CAR013,transmission,flawless,"Transmission shifts smoothly without lag, no issues detected"
CAR013,tyres_rims,flawless,"Tyres and rims in good usable condition, no issues detected"
CAR014,ac_system,flawless,"AC cooling efficiently, climate control working properly, no issues detected"
CAR014,air_intake,flawless,"Air intake system clean and fully functional, no issues detected"
CAR014,audio_infotainment,flawless,"Infotainment system responsive with clear audio, no issues detected"
CAR014,battery,flawless,"Battery health is good and holding charge well, no issues detected"
CAR014,body_panels,flawless,"Body panels aligned properly with minimal cosmetic marks, no issues detected"
CAR014,brake_system,flawless,"Brake system responsive and functioning safely, no issues detected"
CAR014,chassis,minor,"Chassis structure intact and in good condition, minor observation noted"
CAR014,clutch,flawless,"Clutch operation smooth and responsive, no issues detected"
CAR014,engine,flawless,"Engine running smoothly with no abnormal noise, no issues detected"
CAR014,engine_cooling,flawless,"Cooling system effective, temperature well regulated, no issues detected"
CAR014,engine_mounts,minor,"Engine mounts secure with proper alignment, minor observation noted"
CAR014,exhaust_system,flawless,"Exhaust system functioning correctly with normal emissions, no issues detected"
CAR014,features_accessories,flawless,"All major features and accessories operational, no issues detected"
CAR014,front_tyre,flawless,"Front tyres show healthy tread life remaining, no issues detected"
CAR014,fuel_supply,minor,"Fuel supply system working efficiently, minor observation noted"
CAR014,glass,flawless,"All windows and mirrors clear and intact, no issues detected"
CAR014,ignition_system,flawless,"Ignition system functioning reliably, no issues detected"
CAR014,lights,flawless,"All exterior and interior lights operational, no issues detected"
CAR014,paint,flawless,"Paint condition good with minor age-related marks, no issues detected"
CAR014,rear_tyre,flawless,"Rear tyres show healthy tread life remaining, no issues detected"
CAR014,spare_tyre,flawless,"Spare tyre in usable condition, no issues detected"
CAR014,steering,flawless,"Steering response smooth and stable, no issues detected"
CAR014,suspension,flawless,"Suspension provides comfortable ride quality, no issues detected"
CAR014,transmission,flawless,"Transmission shifts smoothly without lag, no issues detected"
CAR014,tyres_rims,flawless,"Tyres and rims in good usable condition, no issues detected"
CAR015,ac_system,flawless,"AC cooling efficiently, climate control working properly, no issues detected"
CAR015,air_intake,flawless,"Air intake system clean and fully functional, no issues detected"
CAR015,audio_infotainment,flawless,"Infotainment system responsive with clear audio, no issues detected"
CAR015,battery,flawless,"Battery health is good and holding charge well, no issues detected"
CAR015,body_panels,flawless,"Body panels aligned properly with minimal cosmetic marks, no issues detected"
CAR015,brake_system,flawless,"Brake system responsive and functioning safely, no issues detected"
CAR015,chassis,flawless,"Chassis structure intact and in good condition, no issues detected"
CAR015,clutch,flawless,"Clutch operation smooth and responsive, no issues detected"
CAR015,engine,flawless,"Engine running smoothly with no abnormal noise, no issues detected"
CAR015,engine_cooling,flawless,"Cooling system effective, temperature well regulated, no issues detected"
CAR015,engine_mounts,flawless,"Engine mounts secure with proper alignment, no issues detected"
CAR015,exhaust_system,flawless,"Exhaust system functioning correctly with normal emissions, no issues detected"
CAR015,features_accessories,minor,"All major features and accessories operational, minor observation noted"
CAR015,front_tyre,flawless,"Front tyres show healthy tread life remaining, no issues detected"
CAR015,fuel_supply,flawless,"Fuel supply system working efficiently, no issues detected"
CAR015,glass,flawless,"All windows and mirrors clear and intact, no issues detected"
CAR015,ignition_system,minor,"Ignition system functioning reliably, minor observation noted"
CAR015,lights,flawless,"All exterior and interior lights operational, no issues detected"
CAR015,paint,flawless,"Paint condition good with minor age-related marks, no issues detected"
CAR015,rear_tyre,flawless,"Rear tyres show healthy tread life remaining, no issues detected"
CAR015,spare_tyre,flawless,"Spare tyre in usable condition, no issues detected"
CAR015,steering,minor,"Steering response smooth and stable, minor observation noted"
CAR015,suspension,flawless,"Suspension provides comfortable ride quality, no issues detected"
CAR015,transmission,flawless,"Transmission shifts smoothly without lag, no issues detected"
CAR015,tyres_rims,flawless,"Tyres and rims in good usable condition, no issues detected"
CAR016,ac_system,flawless,"AC cooling efficiently, climate control working properly, no issues detected"
CAR016,air_intake,flawless,"Air intake system clean and fully functional, no issues detected"
CAR016,audio_infotainment,flawless,"Infotainment system responsive with clear audio, no issues detected"
CAR016,battery,flawless,"Battery health is good and holding charge well, no issues detected"
CAR016,body_panels,flawless,"Body panels aligned properly with minimal cosmetic marks, no issues detected"
