"car_code","subsection_key","status","remarks"
"CAR004","battery","flawless","Battery in excellent condition, holds charge well, no issues detected"
"CAR004","body_panels","minor","Body panels in acceptable condition, minor scratches present"
"CAR004","brake_system","minor","Brake system functioning well; minor wear on brake pads, replacement recommended in next service"
"CAR004","chassis","minor","Chassis in good condition, minor wear expected"
"CAR004","clutch","minor","Clutch engaging smoothly; minor wear expected, functioning properly"
"CAR004","engine","flawless","Engine running smoothly, no issues detected"
"CAR004","engine_cooling","minor","Minor imperfection noted, fully restored, cooling system operational"
"CAR004","engine_mounts","flawless","Flawless, no imperfections, engine mounts secure and properly aligned"
"CAR004","exhaust_system","minor","Effective emissions control; few imperfection with no immediate impact, checkup at service intervals recommended"
"CAR004","features_accessories","minor","Minor imperfections, most were restored"
"CAR004","front_tyre","minor","L-43K km R-34K km"
"CAR004","fuel_supply","flawless","Flawless, no imperfections, fuel delivery system working perfectly"
"CAR004","glass","flawless","All glass and mirrors in excellent condition"
"CAR004","ignition_system","minor","Minor imperfections detected, fully restored and functioning properly"
"CAR004","lights","flawless","Lighting system functioning properly, all lights operational"
"CAR004","paint","minor","Paint condition is good, minor fading in some areas"
"CAR004","rear_tyre","minor","L-47K km R-31K km"
"CAR004","spare_tyre","minor","2K km"
"CAR004","steering","minor","Smooth response; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR004","suspension","minor","Comfortable ride quality; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR004","transmission","flawless","Transmission functioning perfectly, smooth gear shifts"
"CAR004","tyres_rims","minor","Non-essential imperfections"
"CAR005","ac_system","minor","Minor imperfections, fully restored"
"CAR005","air_intake","flawless","Flawless, no imperfections, air intake system clean and functional"
"CAR005","audio_infotainment","flawless","Flawless, no imperfections"
"CAR005","battery","flawless","Battery in excellent condition, holds charge well, no issues detected"
"CAR005","body_panels","minor","Body panels in acceptable condition, minor scratches present"
"CAR005","brake_system","minor","Brake system functioning well; minor wear on brake pads, replacement recommended in next service"
"CAR005","chassis","minor","Chassis in good condition, minor wear expected"
"CAR005","clutch","minor","Clutch engaging smoothly; minor wear expected, functioning properly"
"CAR005","engine","flawless","Engine running smoothly, no issues detected"
"CAR005","engine_cooling","minor","Minor imperfection noted, fully restored, cooling system operational"
"CAR005","engine_mounts","flawless","Flawless, no imperfections, engine mounts secure and properly aligned"
"CAR005","exhaust_system","minor","Effective emissions control; few imperfection with no immediate impact, checkup at service intervals recommended"
"CAR005","features_accessories","minor","Minor imperfections, most were restored"
"CAR005","front_tyre","minor","L-43K km R-34K km"
"CAR005","fuel_supply","flawless","Flawless, no imperfections, fuel delivery system working perfectly"
"CAR005","glass","flawless","All glass and mirrors in excellent condition"
"CAR005","ignition_system","minor","Minor imperfections detected, fully restored and functioning properly"
"CAR005","lights","flawless","Lighting system functioning properly, all lights operational"
"CAR005","paint","minor","Paint condition is good, minor fading in some areas"
"CAR005","rear_tyre","minor","L-47K km R-31K km"
"CAR005","spare_tyre","minor","2K km"
"CAR005","steering","minor","Smooth response; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR005","suspension","minor","Comfortable ride quality; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR005","transmission","flawless","Transmission functioning perfectly, smooth gear shifts"
"CAR005","tyres_rims","minor","Non-essential imperfections"
"CAR006","ac_system","minor","Minor imperfections, fully restored"
"CAR006","air_intake","flawless","Flawless, no imperfections, air intake system clean and functional"
"CAR006","audio_infotainment","flawless","Flawless, no imperfections"
"CAR006","battery","flawless","Battery in excellent condition, holds charge well, no issues detected"
"CAR006","body_panels","minor","Body panels in acceptable condition, minor scratches present"
"CAR006","brake_system","minor","Brake system functioning well; minor wear on brake pads, replacement recommended in next service"
"CAR006","chassis","minor","Chassis in good condition, minor wear expected"
"CAR006","clutch","minor","Clutch engaging smoothly; minor wear expected, functioning properly"
"CAR006","engine","flawless","Engine running smoothly, no issues detected"
"CAR006","engine_cooling","minor","Minor imperfection noted, fully restored, cooling system operational"
"CAR006","engine_mounts","flawless","Flawless, no imperfections, engine mounts secure and properly aligned"
"CAR006","exhaust_system","minor","Effective emissions control; few imperfection with no immediate impact, checkup at service intervals recommended"
"CAR006","features_accessories","minor","Minor imperfections, most were restored"
"CAR006","front_tyre","minor","L-43K km R-34K km"
"CAR006","fuel_supply","flawless","Flawless, no imperfections, fuel delivery system working perfectly"
"CAR006","glass","flawless","All glass and mirrors in excellent condition"
"CAR006","ignition_system","minor","Minor imperfections detected, fully restored and functioning properly"
"CAR006","lights","flawless","Lighting system functioning properly, all lights operational"
"CAR006","paint","minor","Paint condition is good, minor fading in some areas"
"CAR006","rear_tyre","minor","L-47K km R-31K km"
"CAR006","spare_tyre","minor","2K km"
"CAR006","steering","minor","Smooth response; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR006","suspension","minor","Comfortable ride quality; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR006","transmission","flawless","Transmission functioning perfectly, smooth gear shifts"
"CAR006","tyres_rims","minor","Non-essential imperfections"
"CAR007","ac_system","minor","Minor imperfections, fully restored"
"CAR007","air_intake","flawless","Flawless, no imperfections, air intake system clean and functional"
"CAR007","audio_infotainment","flawless","Flawless, no imperfections"
"CAR007","battery","flawless","Battery in excellent condition, holds charge well, no issues detected"
"CAR007","body_panels","minor","Body panels in acceptable condition, minor scratches present"
"CAR007","brake_system","minor","Brake system functioning well; minor wear on brake pads, replacement recommended in next service"
"CAR007","chassis","minor","Chassis in good condition, minor wear expected"
"CAR007","clutch","minor","Clutch engaging smoothly; minor wear expected, functioning properly"
"CAR007","engine","flawless","Engine running smoothly, no issues detected"
"CAR007","engine_cooling","minor","Minor imperfection noted, fully restored, cooling system operational"
"CAR007","engine_mounts","flawless","Flawless, no imperfections, engine mounts secure and properly aligned"
"CAR007","exhaust_system","minor","Effective emissions control; few imperfection with no immediate impact, checkup at service intervals recommended"
"CAR007","features_accessories","minor","Minor imperfections, most were restored"
"CAR007","front_tyre","minor","L-43K km R-34K km"
"CAR007","fuel_supply","flawless","Flawless, no imperfections, fuel delivery system working perfectly"
"CAR007","glass","flawless","All glass and mirrors in excellent condition"
"CAR007","ignition_system","minor","Minor imperfections detected, fully restored and functioning properly"
"CAR007","lights","flawless","Lighting system functioning properly, all lights operational"
"CAR007","paint","minor","Paint condition is good, minor fading in some areas"
"CAR007","rear_tyre","minor","L-47K km R-31K km"
"CAR007","spare_tyre","minor","2K km"
"CAR007","steering","minor","Smooth response; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR007","suspension","minor","Comfortable ride quality; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR007","transmission","flawless","Transmission functioning perfectly, smooth gear shifts"
"CAR007","tyres_rims","minor","Non-essential imperfections"
"CAR008","ac_system","minor","Minor imperfections, fully restored"
"CAR008","air_intake","flawless","Flawless, no imperfections, air intake system clean and functional"
"CAR008","audio_infotainment","flawless","Flawless, no imperfections"
"CAR008","battery","flawless","Battery in excellent condition, holds charge well, no issues detected"
"CAR008","body_panels","minor","Body panels in acceptable condition, minor scratches present"
"CAR008","brake_system","minor","Brake system functioning well; minor wear on brake pads, replacement recommended in next service"
"CAR008","chassis","minor","Chassis in good condition, minor wear expected"
"CAR008","clutch","minor","Clutch engaging smoothly; minor wear expected, functioning properly"
"CAR008","engine","flawless","Engine running smoothly, no issues detected"
"CAR008","engine_cooling","minor","Minor imperfection noted, fully restored, cooling system operational"
"CAR008","engine_mounts","flawless","Flawless, no imperfections, engine mounts secure and properly aligned"
"CAR008","exhaust_system","minor","Effective emissions control; few imperfection with no immediate impact, checkup at service intervals recommended"
"CAR008","features_accessories","minor","Minor imperfections, most were restored"
"CAR008","front_tyre","minor","L-43K km R-34K km"
"CAR008","fuel_supply","flawless","Flawless, no imperfections, fuel delivery system working perfectly"
"CAR008","glass","flawless","All glass and mirrors in excellent condition"
"CAR008","ignition_system","minor","Minor imperfections detected, fully restored and functioning properly"
"CAR008","lights","flawless","Lighting system functioning properly, all lights operational"
"CAR008","paint","minor","Paint condition is good, minor fading in some areas"
"CAR008","rear_tyre","minor","L-47K km R-31K km"
"CAR008","spare_tyre","minor","2K km"
"CAR008","steering","minor","Smooth response; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR008","suspension","minor","Comfortable ride quality; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR008","transmission","flawless","Transmission functioning perfectly, smooth gear shifts"
"CAR008","tyres_rims","minor","Non-essential imperfections"
"CAR009","ac_system","minor","Minor imperfections, fully restored"
"CAR009","air_intake","flawless","Flawless, no imperfections, air intake system clean and functional"
"CAR009","audio_infotainment","flawless","Flawless, no imperfections"
"CAR009","battery","flawless","Battery in excellent condition, holds charge well, no issues detected"
"CAR009","body_panels","minor","Body panels in acceptable condition, minor scratches present"
"CAR009","brake_system","minor","Brake system functioning well; minor wear on brake pads, replacement recommended in next service"
"CAR009","chassis","minor","Chassis in good condition, minor wear expected"
"CAR009","clutch","minor","Clutch engaging smoothly; minor wear expected, functioning properly"
"CAR009","engine","flawless","Engine running smoothly, no issues detected"
"CAR009","engine_cooling","minor","Minor imperfection noted, fully restored, cooling system operational"
"CAR009","engine_mounts","flawless","Flawless, no imperfections, engine mounts secure and properly aligned"
"CAR009","exhaust_system","minor","Effective emissions control; few imperfection with no immediate impact, checkup at service intervals recommended"
"CAR009","features_accessories","minor","Minor imperfections, most were restored"
"CAR009","front_tyre","minor","L-43K km R-34K km"
"CAR009","fuel_supply","flawless","Flawless, no imperfections, fuel delivery system working perfectly"
"CAR009","glass","flawless","All glass and mirrors in excellent condition"
"CAR009","ignition_system","minor","Minor imperfections detected, fully restored and functioning properly"
"CAR009","lights","flawless","Lighting system functioning properly, all lights operational"
"CAR009","paint","minor","Paint condition is good, minor fading in some areas"
"CAR009","rear_tyre","minor","L-47K km R-31K km"
"CAR009","spare_tyre","minor","2K km"
"CAR009","steering","minor","Smooth response; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR009","suspension","minor","Comfortable ride quality; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR009","transmission","flawless","Transmission functioning perfectly, smooth gear shifts"
"CAR009","tyres_rims","minor","Non-essential imperfections"
"CAR010","ac_system","minor","Minor imperfections, fully restored"
"CAR010","air_intake","flawless","Flawless, no imperfections, air intake system clean and functional"
"CAR010","audio_infotainment","flawless","Flawless, no imperfections"
"CAR010","battery","flawless","Battery in excellent condition, holds charge well, no issues detected"
"CAR010","body_panels","minor","Body panels in acceptable condition, minor scratches present"
"CAR010","brake_system","minor","Brake system functioning well; minor wear on brake pads, replacement recommended in next service"
"CAR010","chassis","minor","Chassis in good condition, minor wear expected"
"CAR010","clutch","minor","Clutch engaging smoothly; minor wear expected, functioning properly"
"CAR010","engine","flawless","Engine running smoothly, no issues detected"
"CAR010","engine_cooling","minor","Minor imperfection noted, fully restored, cooling system operational"
"CAR010","engine_mounts","flawless","Flawless, no imperfections, engine mounts secure and properly aligned"
"CAR010","exhaust_system","minor","Effective emissions control; few imperfection with no immediate impact, checkup at service intervals recommended"
"CAR010","features_accessories","minor","Minor imperfections, most were restored"
"CAR010","front_tyre","minor","L-43K km R-34K km"
"CAR010","fuel_supply","flawless","Flawless, no imperfections, fuel delivery system working perfectly"
"CAR010","glass","flawless","All glass and mirrors in excellent condition"
"CAR010","ignition_system","minor","Minor imperfections detected, fully restored and functioning properly"
"CAR010","lights","flawless","Lighting system functioning properly, all lights operational"
"CAR010","paint","minor","Paint condition is good, minor fading in some areas"
"CAR010","rear_tyre","minor","L-47K km R-31K km"
"CAR010","spare_tyre","minor","2K km"
"CAR010","steering","minor","Smooth response; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR010","suspension","minor","Comfortable ride quality; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR010","transmission","flawless","Transmission functioning perfectly, smooth gear shifts"
"CAR010","tyres_rims","minor","Non-essential imperfections"
"CAR011","ac_system","minor","Minor imperfections, fully restored"
"CAR011","air_intake","flawless","Flawless, no imperfections, air intake system clean and functional"
"CAR011","audio_infotainment","flawless","Flawless, no imperfections"
"CAR011","battery","flawless","Battery in excellent condition, holds charge well, no issues detected"
"CAR011","body_panels","minor","Body panels in acceptable condition, minor scratches present"
"CAR011","brake_system","minor","Brake system functioning well; minor wear on brake pads, replacement recommended in next service"
"CAR011","chassis","minor","Chassis in good condition, minor wear expected"
"CAR011","clutch","minor","Clutch engaging smoothly; minor wear expected, functioning properly"
"CAR011","engine","flawless","Engine running smoothly, no issues detected"
"CAR011","engine_cooling","minor","Minor imperfection noted, fully restored, cooling system operational"
"CAR011","engine_mounts","flawless","Flawless, no imperfections, engine mounts secure and properly aligned"
"CAR011","exhaust_system","minor","Effective emissions control; few imperfection with no immediate impact, checkup at service intervals recommended"
"CAR011","features_accessories","minor","Minor imperfections, most were restored"
"CAR011","front_tyre","minor","L-43K km R-34K km"
"CAR011","fuel_supply","flawless","Flawless, no imperfections, fuel delivery system working perfectly"
"CAR011","glass","flawless","All glass and mirrors in excellent condition"
"CAR011","ignition_system","minor","Minor imperfections detected, fully restored and functioning properly"
"CAR011","lights","flawless","Lighting system functioning properly, all lights operational"
"CAR011","paint","minor","Paint condition is good, minor fading in some areas"
"CAR011","rear_tyre","minor","L-47K km R-31K km"
"CAR011","spare_tyre","minor","2K km"
"CAR011","steering","minor","Smooth response; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR011","suspension","minor","Comfortable ride quality; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR011","transmission","flawless","Transmission functioning perfectly, smooth gear shifts"
"CAR011","tyres_rims","minor","Non-essential imperfections"
"CAR012","ac_system","minor","Minor imperfections, fully restored"
"CAR012","air_intake","flawless","Flawless, no imperfections, air intake system clean and functional"
"CAR012","audio_infotainment","flawless","Flawless, no imperfections"
"CAR012","battery","flawless","Battery in excellent condition, holds charge well, no issues detected"
"CAR012","body_panels","minor","Body panels in acceptable condition, minor scratches present"
"CAR012","brake_system","minor","Brake system functioning well; minor wear on brake pads, replacement recommended in next service"
"CAR012","chassis","minor","Chassis in good condition, minor wear expected"
"CAR012","clutch","minor","Clutch engaging smoothly; minor wear expected, functioning properly"
"CAR012","engine","flawless","Engine running smoothly, no issues detected"
"CAR012","engine_cooling","minor","Minor imperfection noted, fully restored, cooling system operational"
"CAR012","engine_mounts","flawless","Flawless, no imperfections, engine mounts secure and properly aligned"
"CAR012","exhaust_system","minor","Effective emissions control; few imperfection with no immediate impact, checkup at service intervals recommended"
"CAR012","features_accessories","minor","Minor imperfections, most were restored"
"CAR012","front_tyre","minor","L-43K km R-34K km"
"CAR012","fuel_supply","flawless","Flawless, no imperfections, fuel delivery system working perfectly"
"CAR012","glass","flawless","All glass and mirrors in excellent condition"
"CAR012","ignition_system","minor","Minor imperfections detected, fully restored and functioning properly"
"CAR012","lights","flawless","Lighting system functioning properly, all lights operational"
"CAR012","paint","minor","Paint condition is good, minor fading in some areas"
"CAR012","rear_tyre","minor","L-47K km R-31K km"
"CAR012","spare_tyre","minor","2K km"
"CAR012","steering","minor","Smooth response; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR012","suspension","minor","Comfortable ride quality; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR012","transmission","flawless","Transmission functioning perfectly, smooth gear shifts"
"CAR012","tyres_rims","minor","Non-essential imperfections"
"CAR013","ac_system","minor","Minor imperfections, fully restored"
"CAR013","air_intake","flawless","Flawless, no imperfections, air intake system clean and functional"
"CAR013","audio_infotainment","flawless","Flawless, no imperfections"
"CAR013","battery","flawless","Battery in excellent condition, holds charge well, no issues detected"
"CAR013","body_panels","minor","Body panels in acceptable condition, minor scratches present"
"CAR013","brake_system","minor","Brake system functioning well; minor wear on brake pads, replacement recommended in next service"
"CAR013","chassis","minor","Chassis in good condition, minor wear expected"
"CAR013","clutch","minor","Clutch engaging smoothly; minor wear expected, functioning properly"
"CAR013","engine","flawless","Engine running smoothly, no issues detected"
"CAR013","engine_cooling","minor","Minor imperfection noted, fully restored, cooling system operational"
"CAR013","engine_mounts","flawless","Flawless, no imperfections, engine mounts secure and properly aligned"
"CAR013","exhaust_system","minor","Effective emissions control; few imperfection with no immediate impact, checkup at service intervals recommended"
"CAR013","features_accessories","minor","Minor imperfections, most were restored"
"CAR013","front_tyre","minor","L-43K km R-34K km"
"CAR013","fuel_supply","flawless","Flawless, no imperfections, fuel delivery system working perfectly"
"CAR013","glass","flawless","All glass and mirrors in excellent condition"
"CAR013","ignition_system","minor","Minor imperfections detected, fully restored and functioning properly"
"CAR013","lights","flawless","Lighting system functioning properly, all lights operational"
"CAR013","paint","minor","Paint condition is good, minor fading in some areas"
"CAR013","rear_tyre","minor","L-47K km R-31K km"
"CAR013","spare_tyre","minor","2K km"
"CAR013","steering","minor","Smooth response; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR013","suspension","minor","Comfortable ride quality; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR013","transmission","flawless","Transmission functioning perfectly, smooth gear shifts"
"CAR013","tyres_rims","minor","Non-essential imperfections"
"CAR014","ac_system","minor","Minor imperfections, fully restored"
"CAR014","air_intake","flawless","Flawless, no imperfections, air intake system clean and functional"
"CAR014","audio_infotainment","flawless","Flawless, no imperfections"
"CAR014","battery","flawless","Battery in excellent condition, holds charge well, no issues detected"
"CAR014","body_panels","minor","Body panels in acceptable condition, minor scratches present"
"CAR014","brake_system","minor","Brake system functioning well; minor wear on brake pads, replacement recommended in next service"
"CAR014","chassis","minor","Chassis in good condition, minor wear expected"
"CAR014","clutch","minor","Clutch engaging smoothly; minor wear expected, functioning properly"
"CAR014","engine","flawless","Engine running smoothly, no issues detected"
"CAR014","engine_cooling","minor","Minor imperfection noted, fully restored, cooling system operational"
"CAR014","engine_mounts","flawless","Flawless, no imperfections, engine mounts secure and properly aligned"
"CAR014","exhaust_system","minor","Effective emissions control; few imperfection with no immediate impact, checkup at service intervals recommended"
"CAR014","features_accessories","minor","Minor imperfections, most were restored"
"CAR014","front_tyre","minor","L-43K km R-34K km"
"CAR014","fuel_supply","flawless","Flawless, no imperfections, fuel delivery system working perfectly"
"CAR014","glass","flawless","All glass and mirrors in excellent condition"
"CAR014","ignition_system","minor","Minor imperfections detected, fully restored and functioning properly"
"CAR014","lights","flawless","Lighting system functioning properly, all lights operational"
"CAR014","paint","minor","Paint condition is good, minor fading in some areas"
"CAR014","rear_tyre","minor","L-47K km R-31K km"
"CAR014","spare_tyre","minor","2K km"
"CAR014","steering","minor","Smooth response; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR014","suspension","minor","Comfortable ride quality; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR014","transmission","flawless","Transmission functioning perfectly, smooth gear shifts"
"CAR014","tyres_rims","minor","Non-essential imperfections"
"CAR015","ac_system","minor","Minor imperfections, fully restored"
"CAR015","air_intake","flawless","Flawless, no imperfections, air intake system clean and functional"
"CAR015","audio_infotainment","flawless","Flawless, no imperfections"
"CAR015","battery","flawless","Battery in excellent condition, holds charge well, no issues detected"
"CAR015","body_panels","minor","Body panels in acceptable condition, minor scratches present"
"CAR015","brake_system","minor","Brake system functioning well; minor wear on brake pads, replacement recommended in next service"
"CAR015","chassis","minor","Chassis in good condition, minor wear expected"
"CAR015","clutch","minor","Clutch engaging smoothly; minor wear expected, functioning properly"
"CAR015","engine","flawless","Engine running smoothly, no issues detected"
"CAR015","engine_cooling","minor","Minor imperfection noted, fully restored, cooling system operational"
"CAR015","engine_mounts","flawless","Flawless, no imperfections, engine mounts secure and properly aligned"
"CAR015","exhaust_system","minor","Effective emissions control; few imperfection with no immediate impact, checkup at service intervals recommended"
"CAR015","features_accessories","minor","Minor imperfections, most were restored"
"CAR015","front_tyre","minor","L-43K km R-34K km"
"CAR015","fuel_supply","flawless","Flawless, no imperfections, fuel delivery system working perfectly"
"CAR015","glass","flawless","All glass and mirrors in excellent condition"
"CAR015","ignition_system","minor","Minor imperfections detected, fully restored and functioning properly"
"CAR015","lights","flawless","Lighting system functioning properly, all lights operational"
"CAR015","paint","minor","Paint condition is good, minor fading in some areas"
"CAR015","rear_tyre","minor","L-47K km R-31K km"
"CAR015","spare_tyre","minor","2K km"
"CAR015","steering","minor","Smooth response; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR015","suspension","minor","Comfortable ride quality; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR015","transmission","flawless","Transmission functioning perfectly, smooth gear shifts"
"CAR015","tyres_rims","minor","Non-essential imperfections"
"CAR016","ac_system","minor","Minor imperfections, fully restored"
"CAR016","air_intake","flawless","Flawless, no imperfections, air intake system clean and functional"
"CAR016","audio_infotainment","flawless","Flawless, no imperfections"
"CAR016","battery","flawless","Battery in excellent condition, holds charge well, no issues detected"
"CAR016","body_panels","minor","Body panels in acceptable condition, minor scratches present"
"CAR016","brake_system","minor","Brake system functioning well; minor wear on brake pads, replacement recommended in next service"
"CAR016","chassis","minor","Chassis in good condition, minor wear expected"
"CAR016","clutch","minor","Clutch engaging smoothly; minor wear expected, functioning properly"
"CAR016","engine","flawless","Engine running smoothly, no issues detected"
"CAR016","engine_cooling","minor","Minor imperfection noted, fully restored, cooling system operational"
"CAR016","engine_mounts","flawless","Flawless, no imperfections, engine mounts secure and properly aligned"
"CAR016","exhaust_system","minor","Effective emissions control; few imperfection with no immediate impact, checkup at service intervals recommended"
"CAR016","features_accessories","minor","Minor imperfections, most were restored"
"CAR016","front_tyre","minor","L-43K km R-34K km"
"CAR016","fuel_supply","flawless","Flawless, no imperfections, fuel delivery system working perfectly"
"CAR016","glass","flawless","All glass and mirrors in excellent condition"
"CAR016","ignition_system","minor","Minor imperfections detected, fully restored and functioning properly"
"CAR016","lights","flawless","Lighting system functioning properly, all lights operational"
"CAR016","paint","minor","Paint condition is good, minor fading in some areas"
"CAR016","rear_tyre","minor","L-47K km R-31K km"
"CAR016","spare_tyre","minor","2K km"
"CAR016","steering","minor","Smooth response; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR016","suspension","minor","Comfortable ride quality; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR016","transmission","flawless","Transmission functioning perfectly, smooth gear shifts"
"CAR016","tyres_rims","minor","Non-essential imperfections"
"CAR017","ac_system","minor","Minor imperfections, fully restored"
